Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Speed of maximum wind gust (km/h),9am Temperature (°C),9am relative humidity (%),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind speed (km/h),3pm MSL pressure (hPa),Demand (MW),Minimum temperature (°C)_MA_24,Maximum temperature (°C)_MA_24,Rainfall (mm)_MA_24,Speed of maximum wind gust (km/h)_MA_24,9am Temperature (°C)_MA_24,9am relative humidity (%)_MA_24,9am wind speed (km/h)_MA_24,9am MSL pressure (hPa)_MA_24,3pm Temperature (°C)_MA_24,3pm relative humidity (%)_MA_24,3pm wind speed (km/h)_MA_24,3pm MSL pressure (hPa)_MA_24,Price_MA_24,Demand_MA_24
2023-01-31,15.6,22.2,0.0,30.0,18.7,67,7,1009.8,21.1,51.0,13.0,1007.5,213925.18,16.83333333333333,25.987500000000008,0.5250000000000005,34.041666666666664,19.845833333333324,67.83333333333333,8.166666666666666,1014.3791666666667,24.44166666666666,53.66666666666666,13.75,1012.6458333333335,1.682083333333331,5069.557083333335
2023-02-01,14.9,21.0,0.0,39.0,18.1,61,7,1006.7,18.2,65.0,13.0,1006.6,215819.45,16.83333333333333,25.53333333333335,0.5250000000000005,34.666666666666664,19.75416666666666,67.58333333333333,8.291666666666666,1014.1291666666667,23.949999999999992,55.20833333333334,13.833333333333336,1012.475,4.8874999999999975,5082.092083333335
2023-02-02,14.2,21.3,0.2,56.0,15.6,47,11,998.1,20.2,39.0,28.0,990.3,209231.13,16.658333333333328,25.32916666666668,0.5333333333333338,35.458333333333336,19.39166666666666,67.625,8.5,1013.5541666666667,23.90833333333333,53.70833333333334,14.291666666666664,1011.5166666666664,7.593749999999997,5091.355833333335
2023-02-03,11.4,18.8,11.2,41.0,13.4,61,20,993.2,17.7,44.0,11.0,993.7,203206.6,16.429166666666664,25.21250000000001,1.0000000000000002,35.708333333333336,19.224999999999987,67.41666666666667,8.958333333333334,1012.5875,23.78333333333333,52.91666666666666,14.125,1010.6791666666667,10.806666666666663,5112.272083333334
2023-02-04,11.7,20.7,6.6,31.0,14.8,86,11,1004.0,19.6,58.0,11.0,1008.3,190074.92,16.254166666666666,24.82916666666668,1.2750000000000004,35.833333333333336,18.99166666666666,68.04166666666667,9.166666666666666,1012.2791666666666,23.4375,53.29166666666666,14.041666666666664,1010.6666666666665,16.09208333333333,5130.582500000001
2023-02-05,13.8,19.8,1.2,26.0,16.5,69,6,1017.4,19.0,59.0,7.0,1017.7,190971.08,16.049999999999994,24.65416666666668,1.3250000000000004,35.75,18.899999999999995,67.29166666666667,9.125,1012.4208333333332,23.274999999999995,52.70833333333334,13.791666666666664,1010.825,21.27583333333333,5153.190000000001
2023-02-06,16.0,20.9,0.0,28.0,16.8,75,9,1020.5,19.4,60.0,13.0,1020.2,209541.89,15.966666666666665,24.51666666666668,1.3250000000000004,35.625,18.75,67.25,9.25,1012.5625,23.1125,52.29166666666666,13.708333333333336,1011.0208333333335,26.34541666666666,5162.532500000002
2023-02-07,16.6,20.4,0.0,37.0,17.5,64,11,1020.0,19.8,60.0,15.0,1018.2,205632.0,15.816666666666665,23.800000000000008,1.3250000000000004,35.375,18.50833333333333,66.79166666666667,9.458333333333334,1012.8625,22.462499999999995,53.70833333333334,13.708333333333336,1011.4708333333333,31.258333333333326,5169.831666666669
2023-02-08,15.0,22.2,0.0,33.0,17.6,64,7,1017.3,20.2,64.0,15.0,1014.8,204410.94,15.691666666666665,23.866666666666674,1.3250000000000004,35.291666666666664,18.475,66.45833333333333,9.208333333333334,1012.8291666666668,22.45833333333333,53.95833333333334,13.708333333333336,1011.2666666666664,35.90416666666666,5166.145000000001
2023-02-09,13.2,26.4,0.2,26.0,17.5,79,7,1010.9,25.1,56.0,13.0,1007.4,227553.6,15.612499999999995,23.84166666666667,1.3333333333333337,35.375,18.52083333333333,66.75,9.125,1012.4708333333334,22.454166666666666,54.20833333333334,13.625,1010.8625,40.58458333333333,5149.901250000002
2023-02-10,16.2,26.7,0.0,28.0,19.0,85,0,1007.3,24.3,61.0,15.0,1004.2,234452.55,15.608333333333327,23.40416666666667,1.3333333333333337,34.541666666666664,18.216666666666665,68.04166666666667,8.291666666666666,1012.1375000000003,21.98333333333333,55.45833333333334,13.416666666666664,1010.6291666666667,43.21083333333333,5111.945416666668
2023-02-11,15.8,25.7,0.0,41.0,20.2,79,0,1000.5,22.3,65.0,22.0,1001.9,199908.82,15.441666666666665,23.645833333333343,1.0833333333333337,34.541666666666664,18.229166666666664,67.41666666666667,7.916666666666668,1011.7041666666668,22.216666666666654,54.625,13.708333333333336,1010.1833333333336,46.10708333333333,5065.790416666668
2023-02-12,17.3,20.7,0.0,46.0,18.6,65,9,1010.0,19.9,47.0,17.0,1012.3,178602.78,15.549999999999995,23.70416666666668,0.8916666666666669,34.75,18.325,67.79166666666667,7.666666666666668,1011.4208333333336,22.31666666666666,54.375,13.708333333333336,1010.0,45.49166666666667,5014.149166666668
2023-02-13,15.8,20.9,0.0,37.0,17.1,55,13,1015.1,19.9,55.0,15.0,1014.3,205543.35,15.562499999999998,23.70000000000001,0.8916666666666669,34.833333333333336,18.308333333333334,68.0,7.833333333333332,1011.3083333333334,22.299999999999994,54.625,13.791666666666664,1009.9291666666667,44.82916666666666,4963.3270833333345
2023-02-14,12.0,22.2,0.0,37.0,17.1,67,9,1015.7,21.2,52.0,17.0,1013.8,202598.26,15.487499999999995,23.66666666666668,0.8916666666666669,34.583333333333336,18.304166666666667,67.625,8.125,1011.2833333333334,22.262499999999992,54.04166666666666,13.875,1009.9125,45.66333333333333,4916.074166666667
2023-02-15,12.6,32.4,0.0,31.0,17.2,71,7,1013.9,31.4,31.0,11.0,1011.1,238033.32,15.295833333333333,24.04166666666668,0.8916666666666669,34.416666666666664,18.1875,67.58333333333333,8.041666666666666,1011.1500000000003,22.62916666666666,52.41666666666666,13.5,1009.7458333333334,50.00124999999999,4889.000000000001
2023-02-16,17.1,37.2,0.0,33.0,23.1,55,9,1013.3,35.4,24.0,7.0,1010.3,281608.67,15.25,24.425000000000008,0.8916666666666669,34.791666666666664,18.3125,67.0,8.125,1011.0333333333336,23.00833333333333,51.5,13.333333333333336,1009.6458333333335,52.00291666666666,4871.034166666667
2023-02-17,22.8,40.5,0.0,46.0,29.9,33,19,1010.0,39.6,16.0,22.0,1005.9,292888.14,15.466666666666667,24.92083333333335,0.8916666666666669,35.0,18.70833333333333,65.625,8.625,1010.9583333333336,23.474999999999994,50.66666666666666,13.875,1009.5083333333333,52.96166666666665,4868.656666666667
2023-02-18,17.4,24.9,0.0,31.0,18.1,68,9,1014.3,22.7,50.0,9.0,1015.2,203244.45,15.475,24.708333333333343,0.8166666666666669,34.833333333333336,18.616666666666667,65.25,8.708333333333334,1011.0500000000003,23.27083333333333,50.66666666666666,13.958333333333336,1009.7583333333333,51.61624999999999,4868.638333333333
2023-02-19,14.9,27.9,0.0,30.0,19.3,71,4,1019.0,25.5,35.0,9.0,1017.5,200787.08,15.433333333333332,24.970833333333346,0.8166666666666669,34.625,18.654166666666672,65.33333333333333,8.5,1011.1875000000003,23.449999999999992,49.79166666666666,13.708333333333336,1009.8125,51.78499999999999,4851.639166666667
2023-02-20,14.9,24.0,0.0,30.0,18.6,83,0,1020.3,23.4,60.0,11.0,1020.7,229959.29,15.491666666666665,24.85416666666668,0.8166666666666669,34.875,18.716666666666672,66.33333333333333,8.125,1011.354166666667,23.416666666666657,50.41666666666666,13.708333333333336,1010.1375,50.58874999999998,4834.96375
2023-02-21,17.7,22.2,0.0,39.0,18.3,70,13,1027.5,21.5,40.0,13.0,1027.8,211887.94,15.595833333333333,24.35416666666668,0.8166666666666669,34.708333333333336,18.416666666666668,67.91666666666667,8.208333333333334,1012.1750000000003,22.91249999999999,51.33333333333334,13.791666666666664,1011.0166666666664,50.58874999999998,4823.07375
2023-02-22,14.6,30.6,0.0,33.0,17.6,67,0,1024.8,27.3,44.0,13.0,1021.2,228338.72,15.391666666666666,24.637500000000014,0.8083333333333336,35.083333333333336,18.287500000000005,67.20833333333333,8.208333333333334,1012.6791666666667,23.129166666666652,49.95833333333334,13.875,1011.3791666666666,48.094583333333325,4802.24
2023-02-23,17.5,32.4,0.0,44.0,21.6,45,22,1021.1,30.4,32.0,13.0,1018.7,249664.44,15.375,25.083333333333343,0.8083333333333336,35.541666666666664,18.425000000000004,66.125,8.75,1012.9458333333336,23.54583333333332,48.66666666666666,13.875,1011.65,45.54708333333332,4788.380416666667
2023-02-24,19.6,32.3,0.0,46.0,23.1,48,19,1017.6,30.6,30.0,22.0,1014.1,257545.08,15.541666666666664,25.50416666666668,0.8083333333333336,36.208333333333336,18.608333333333334,65.33333333333333,9.25,1013.2708333333336,23.941666666666652,47.79166666666666,14.25,1011.9249999999997,45.94041666666666,4783.9275
2023-02-25,22.2,26.7,0.0,28.0,25.0,37,17,1012.4,24.4,43.0,9.0,1012.1,231482.2,15.845833333333333,25.741666666666678,0.8083333333333336,35.75,18.89583333333334,64.33333333333333,9.666666666666666,1013.5083333333336,24.199999999999985,46.875,14.083333333333336,1012.1541666666666,43.97374999999999,4778.610416666666
2023-02-26,15.7,23.4,1.4,30.0,17.1,68,0,1012.5,22.2,54.0,9.0,1011.4,192439.81,15.908333333333333,25.82916666666668,0.8583333333333335,34.666666666666664,18.95833333333334,65.20833333333333,9.208333333333334,1014.1083333333336,24.28333333333332,47.5,13.291666666666664,1013.0333333333333,42.207916666666655,4774.8225
2023-02-27,16.3,20.2,2.6,33.0,17.9,77,13,1015.4,18.9,72.0,11.0,1015.9,226904.68,16.1125,25.887500000000014,0.5000000000000003,34.333333333333336,19.14583333333334,65.875,8.916666666666666,1015.0333333333336,24.333333333333314,48.66666666666666,13.291666666666664,1013.9583333333335,40.99124999999999,4762.417916666667
2023-02-28,16.5,17.6,0.2,28.0,17.1,72,6,1013.1,16.0,97.0,9.0,1011.4,235927.45,16.312500000000004,25.75833333333335,0.2333333333333336,34.208333333333336,19.24166666666667,65.29166666666667,8.708333333333334,1015.4125000000003,24.183333333333305,50.29166666666666,13.208333333333336,1014.0875,36.90833333333332,4748.429166666667
2023-03-01,14.3,21.1,3.2,28.0,14.9,94,7,1013.3,20.7,61.0,9.0,1013.2,215412.6,16.333333333333336,25.812500000000014,0.316666666666667,34.291666666666664,19.175000000000004,66.33333333333333,8.75,1015.2416666666667,24.254166666666652,50.375,13.291666666666664,1013.9,34.50416666666665,4739.424166666667
2023-03-02,14.5,21.7,0.8,26.0,16.1,73,9,1014.8,21.2,59.0,9.0,1014.3,226105.04,16.270833333333336,25.84583333333336,0.3500000000000003,34.208333333333336,19.14583333333334,66.25,8.75,1015.0041666666667,24.32916666666665,50.33333333333334,13.125,1013.6541666666667,30.87916666666665,4735.702083333333
2023-03-03,15.5,19.8,0.2,35.0,16.6,65,13,1018.9,18.6,54.0,24.0,1017.3,203850.54,16.225,25.820833333333354,0.3583333333333336,34.125,19.108333333333334,66.29166666666667,8.833333333333334,1014.9583333333336,24.27916666666665,50.08333333333334,13.5,1013.6166666666667,26.796249999999983,4745.107083333333
2023-03-04,14.1,31.4,0.0,31.0,16.8,76,7,1013.3,30.2,36.0,15.0,1008.0,211363.97,16.187500000000004,26.204166666666683,0.3583333333333336,34.041666666666664,19.075000000000006,66.79166666666667,8.833333333333334,1014.7916666666667,24.695833333333322,48.91666666666666,13.5,1013.3333333333335,22.713333333333313,4756.689583333333
2023-03-05,16.5,32.9,0.0,44.0,23.2,57,13,1003.9,29.2,31.0,6.0,1000.8,209996.47,16.325000000000006,26.47500000000002,0.3500000000000003,34.791666666666664,19.312500000000004,65.875,9.083333333333334,1014.5,24.866666666666656,47.875,13.208333333333336,1013.0583333333333,18.48416666666665,4760.099166666666
2023-03-06,15.5,25.3,5.6,50.0,17.4,63,13,1004.9,24.0,37.0,11.0,1003.0,205926.09,16.295833333333338,26.41666666666668,0.5833333333333336,35.708333333333336,19.245833333333334,64.95833333333333,9.625,1014.4000000000003,24.854166666666657,46.875,13.041666666666664,1013.0083333333333,17.447083333333314,4771.56125
2023-03-07,15.4,23.2,0.0,50.0,16.7,55,15,1006.7,21.3,39.0,15.0,1003.9,205359.44,16.27916666666667,26.31250000000001,0.5833333333333336,36.083333333333336,19.100000000000005,63.95833333333334,10.25,1014.6583333333336,24.81249999999999,45.79166666666666,12.75,1013.0916666666666,15.742499999999984,4791.577083333334
2023-03-08,12.3,19.4,1.0,48.0,13.4,62,11,1007.3,18.2,35.0,9.0,1006.6,208277.95,16.070833333333336,26.258333333333344,0.6250000000000003,36.16666666666666,18.883333333333336,63.83333333333334,10.333333333333334,1014.5458333333336,24.74166666666666,45.29166666666666,12.416666666666664,1012.8541666666664,15.742499999999984,4814.730833333334
2023-03-09,12.9,22.1,0.0,31.0,14.5,63,7,1012.0,20.2,52.0,9.0,1011.9,215709.8,15.95,26.308333333333348,0.6250000000000003,35.916666666666664,18.775,64.16666666666667,10.083333333333334,1014.416666666667,24.754166666666666,45.16666666666666,12.166666666666664,1012.7541666666666,15.730833333333317,4841.448333333334
2023-03-10,14.5,24.0,0.0,28.0,17.1,68,6,1017.0,22.5,51.0,11.0,1014.5,217350.22,16.054166666666667,26.383333333333344,0.6250000000000003,35.541666666666664,18.775,64.20833333333333,9.958333333333334,1014.4708333333336,24.80833333333333,45.125,11.916666666666664,1012.7833333333333,14.896666666666652,4871.441250000001
2023-03-11,13.3,24.7,0.0,31.0,16.4,86,0,1014.4,24.0,47.0,13.0,1011.9,193852.36,16.083333333333332,26.06250000000001,0.6250000000000003,35.541666666666664,18.741666666666667,64.83333333333333,9.666666666666666,1014.4916666666667,24.5,45.79166666666666,12.0,1012.8166666666667,13.67958333333332,4889.432500000001
2023-03-12,15.5,20.7,0.0,37.0,17.4,67,9,1014.8,19.6,58.0,17.0,1015.4,189468.07,16.016666666666666,25.37500000000001,0.6250000000000003,35.708333333333336,18.504166666666666,65.33333333333333,9.666666666666666,1014.5541666666667,23.841666666666665,47.20833333333334,12.416666666666664,1013.0291666666667,17.764583333333317,4903.769583333335
2023-03-13,11.7,22.4,0.0,30.0,16.4,68,7,1018.2,21.3,55.0,13.0,1016.6,184374.76,15.554166666666665,24.620833333333348,0.6250000000000003,35.041666666666664,17.941666666666666,66.79166666666667,9.166666666666666,1014.8958333333336,23.079166666666666,48.83333333333334,12.041666666666664,1013.475,26.752499999999984,4900.986250000002
2023-03-14,15.9,30.5,0.0,31.0,17.6,81,9,1016.5,30.3,34.0,13.0,1012.8,235531.32,15.491666666666665,24.85416666666668,0.6250000000000003,35.041666666666664,17.920833333333327,67.33333333333333,9.166666666666666,1014.9875000000003,23.395833333333325,48.16666666666666,12.208333333333336,1013.375,35.89791666666665,4899.946250000002
2023-03-15,17.6,22.9,0.0,24.0,19.0,81,6,1013.8,21.6,69.0,11.0,1010.3,236634.11,15.604166666666664,24.645833333333343,0.6250000000000003,34.791666666666664,17.908333333333328,67.75,9.25,1014.7708333333336,23.233333333333324,49.58333333333334,12.291666666666664,1013.075,45.87749999999999,4916.379166666668
2023-03-16,17.3,28.5,0.0,39.0,18.6,63,11,1010.0,27.6,40.0,13.0,1007.4,225507.21,15.704166666666667,24.833333333333343,0.6250000000000003,35.166666666666664,17.908333333333328,66.91666666666667,9.708333333333334,1014.341666666667,23.40833333333333,48.75,12.375,1012.5208333333335,54.73458333333332,4935.060000000002
2023-03-17,15.8,24.6,2.6,28.0,16.8,64,7,1016.6,22.6,41.0,9.0,1014.7,214903.19,15.625000000000002,24.933333333333348,0.7333333333333337,34.708333333333336,17.845833333333328,66.66666666666667,9.458333333333334,1013.8875000000003,23.454166666666666,48.79166666666666,12.208333333333336,1011.975,58.46416666666665,4954.6412500000015
2023-03-18,14.6,36.2,0.0,52.0,23.1,43,13,1011.4,32.0,27.0,17.0,1008.9,210235.89,15.625000000000002,25.16666666666668,0.7333333333333337,35.5,18.075,65.66666666666667,10.0,1013.329166666667,23.649999999999995,48.08333333333334,12.375,1011.4625,63.70583333333332,4980.647083333335
2023-03-19,17.3,19.0,0.0,28.0,17.4,74,7,1019.7,18.1,70.0,11.0,1020.1,201459.86,15.616666666666667,24.60833333333335,0.7333333333333337,34.833333333333336,17.899999999999995,66.875,9.375,1013.2708333333337,23.1375,49.66666666666666,12.291666666666664,1011.5208333333335,70.08083333333332,5002.802500000002
2023-03-20,14.9,20.8,0.0,41.0,15.7,56,17,1027.8,20.3,42.0,15.0,1026.5,193799.87,15.420833333333334,24.12916666666668,0.7333333333333337,34.625,17.59166666666666,67.20833333333333,9.291666666666666,1013.6958333333338,22.70833333333333,50.16666666666666,12.0,1012.0375,71.96791666666665,5014.946250000002
2023-03-21,11.7,19.4,0.0,17.0,13.5,70,6,1025.7,18.4,65.0,7.0,1022.7,231831.88,14.983333333333334,23.82500000000001,0.7333333333333337,34.166666666666664,17.112499999999994,68.58333333333333,8.833333333333334,1014.2500000000003,22.45833333333333,51.08333333333334,11.916666666666664,1012.4791666666667,76.05083333333332,5025.606250000003
2023-03-22,13.5,22.8,1.6,24.0,17.3,86,2,1021.0,21.8,65.0,13.0,1019.1,221941.25,14.891666666666667,23.800000000000008,0.7416666666666671,33.916666666666664,17.120833333333326,69.33333333333333,8.916666666666666,1014.6041666666672,22.44166666666666,51.54166666666666,12.083333333333336,1012.8,80.10999999999999,5036.194166666669
2023-03-23,15.3,22.6,10.2,24.0,16.5,100,9,1017.6,21.4,68.0,9.0,1015.6,225989.8,14.85,23.90000000000001,1.0583333333333338,33.541666666666664,17.062499999999996,70.29166666666667,8.75,1014.6958333333336,22.545833333333324,51.375,12.0,1012.7875,85.42708333333331,5057.262916666669
2023-03-24,16.1,21.6,1.4,31.0,17.3,74,7,1019.6,19.2,55.0,13.0,1019.0,217086.63,14.833333333333336,24.06666666666668,1.1083333333333336,33.666666666666664,17.07083333333333,70.375,8.791666666666666,1014.966666666667,22.67916666666666,49.625,12.166666666666664,1013.1041666666664,92.3025,5074.812500000003
2023-03-25,11.6,19.6,0.2,33.0,15.7,69,9,1021.7,18.9,55.0,13.0,1019.1,186453.92,14.720833333333335,24.00416666666668,0.9833333333333336,33.875,17.10416666666666,69.33333333333333,8.875,1015.3166666666672,22.604166666666657,49.375,12.333333333333336,1013.3499999999997,98.52583333333332,5085.8354166666695
2023-03-26,10.7,19.9,0.0,20.0,14.0,74,0,1017.5,19.1,63.0,6.0,1014.4,196458.2,14.562500000000002,23.929166666666674,0.9500000000000004,33.625,17.016666666666662,69.375,8.5,1015.4291666666671,22.51666666666665,49.54166666666666,12.208333333333336,1013.3541666666664,105.88041666666668,5090.44291666667
2023-03-27,13.9,18.3,0.0,26.0,16.0,84,9,1013.1,17.6,81.0,11.0,1010.5,234862.1,14.495833333333335,23.866666666666674,0.941666666666667,33.25,16.99166666666666,70.16666666666667,8.333333333333334,1015.1875000000003,22.47499999999999,50.66666666666666,11.666666666666664,1013.0708333333333,113.69291666666668,5084.56416666667
2023-03-28,15.5,20.9,8.0,24.0,16.7,95,0,1012.4,20.2,69.0,11.0,1009.9,221529.81,14.554166666666667,23.429166666666674,1.2750000000000004,32.958333333333336,16.987499999999994,70.95833333333333,8.041666666666666,1015.1500000000003,22.058333333333326,52.04166666666666,11.5,1013.15,120.39,5076.862083333336
2023-03-29,14.9,18.5,5.8,43.0,14.9,91,7,1009.3,17.9,60.0,17.0,1008.6,220321.4,14.4875,22.82916666666668,1.5166666666666668,32.916666666666664,16.64166666666666,72.375,7.791666666666668,1015.3750000000003,21.58749999999999,53.25,11.958333333333336,1013.475,126.93791666666668,5075.677083333336
2023-03-30,12.4,19.1,8.2,31.0,14.3,69,9,1011.0,18.4,57.0,13.0,1010.1,214581.88,14.358333333333333,22.570833333333344,1.6250000000000002,32.125,16.512499999999992,72.625,7.625,1015.6291666666671,21.354166666666654,54.08333333333334,12.041666666666664,1013.7708333333333,131.81625,5067.068333333335
2023-03-31,14.1,19.4,0.0,33.0,15.2,71,6,1013.2,19.0,67.0,13.0,1012.6,217954.91,14.304166666666667,22.41250000000001,1.6250000000000002,31.41666666666667,16.449999999999992,73.29166666666667,7.25,1015.9000000000003,21.258333333333322,55.25,11.958333333333336,1014.1333333333333,136.49541666666667,5050.030416666669
2023-04-01,11.3,16.4,4.6,33.0,13.3,74,9,1019.5,14.6,62.0,13.0,1019.9,201284.96,14.2625,22.28750000000001,1.7750000000000004,30.79166666666667,16.44583333333333,73.79166666666667,7.166666666666668,1016.4083333333336,21.10833333333332,56.375,12.125,1014.6875,140.225,5031.898333333335
2023-04-02,8.7,18.3,0.2,22.0,13.3,68,6,1022.0,17.8,54.0,11.0,1019.4,187957.97,14.0875,22.129166666666674,1.783333333333334,30.41666666666667,16.39583333333333,74.0,7.125,1016.8250000000003,21.008333333333322,56.45833333333334,12.208333333333336,1015.0,144.6004166666667,5005.936666666669
2023-04-03,8.8,22.6,0.0,19.0,13.3,78,7,1020.4,20.7,63.0,11.0,1016.5,217683.69,13.85,22.07083333333334,1.783333333333334,30.04166666666667,16.237499999999994,74.41666666666667,7.166666666666668,1016.966666666667,20.93333333333332,56.95833333333334,12.208333333333336,1015.0833333333333,149.63375000000002,4979.165416666669
2023-04-04,12.0,21.7,0.0,28.0,16.6,81,7,1019.3,20.7,73.0,11.0,1016.3,215967.78,13.795833333333334,21.94583333333334,1.783333333333334,29.91666666666667,16.24583333333333,74.20833333333333,7.458333333333332,1017.1708333333336,20.79583333333332,58.04166666666666,12.125,1015.2666666666664,157.58833333333334,4960.526250000003
2023-04-05,13.8,18.4,0.0,22.0,16.8,76,2,1018.8,18.0,68.0,9.0,1016.4,226609.74,13.725,21.850000000000005,1.783333333333334,29.29166666666667,16.22083333333333,74.58333333333333,7.166666666666668,1017.3375000000003,20.729166666666654,58.45833333333334,11.791666666666664,1015.3083333333329,155.61041666666668,4949.2383333333355
2023-04-06,13.4,26.3,0.0,43.0,17.0,79,6,1012.3,24.2,40.0,17.0,1007.4,221523.82,13.795833333333334,22.012500000000006,1.783333333333334,29.83333333333333,16.245833333333334,75.04166666666667,7.125,1017.0916666666667,20.849999999999987,57.83333333333334,11.958333333333336,1014.9249999999997,145.62500000000003,4943.112916666669
2023-04-07,16.1,19.9,4.4,41.0,17.9,71,13,999.3,18.0,62.0,17.0,997.3,195661.94,13.804166666666667,21.570833333333336,1.9666666666666668,30.25,16.25833333333333,74.625,7.291666666666668,1016.375,20.337499999999984,59.0,12.125,1014.2791666666666,135.66125000000002,4934.613750000001
2023-04-08,13.7,18.0,11.2,35.0,14.9,79,13,1006.1,15.0,76.0,15.0,1005.7,183933.78,13.641666666666667,21.36666666666667,2.4333333333333336,30.70833333333333,16.087499999999995,74.54166666666667,7.583333333333332,1016.0541666666667,20.062499999999982,59.29166666666666,12.291666666666664,1014.0875,126.08750000000002,4914.957916666669
2023-04-09,10.5,15.5,7.8,43.0,11.7,84,9,1012.5,14.1,60.0,17.0,1012.8,195601.16,13.358333333333334,20.825000000000006,2.7583333333333333,30.875,15.799999999999995,75.41666666666667,7.5,1016.1583333333334,19.499999999999982,60.125,12.458333333333336,1014.3125,121.8975,4889.2054166666685
2023-04-10,10.1,15.2,14.8,35.0,13.4,70,15,1014.5,14.9,64.0,13.0,1013.4,211346.65,13.120833333333335,20.433333333333334,3.266666666666667,31.16666666666667,15.658333333333326,75.66666666666667,7.833333333333332,1016.0708333333336,19.17916666666665,61.08333333333334,12.625,1014.2583333333333,119.00208333333335,4867.764583333335
2023-04-11,11.9,19.1,6.0,19.0,14.7,81,2,1016.0,18.8,61.0,9.0,1010.9,217930.82,13.008333333333333,19.72083333333334,3.516666666666667,29.79166666666667,15.308333333333325,77.25,7.375,1016.2625000000003,18.62916666666665,62.5,12.291666666666664,1014.3416666666666,115.83500000000002,4853.124583333335
2023-04-12,12.6,19.3,7.0,41.0,13.3,88,13,1004.8,18.6,64.0,20.0,1004.3,224664.92,12.8125,19.733333333333334,3.8083333333333336,30.33333333333333,15.137499999999996,77.83333333333333,7.625,1015.6416666666668,18.64999999999998,62.25,12.666666666666664,1013.6833333333333,114.76958333333334,4837.869166666668
2023-04-13,11.2,22.8,4.4,28.0,15.3,89,4,1015.7,22.2,52.0,11.0,1015.2,216709.38,12.658333333333333,19.816666666666674,3.9916666666666667,29.79166666666667,15.120833333333328,79.20833333333333,7.083333333333332,1015.1375000000003,18.72916666666665,62.66666666666666,12.5,1013.2125,117.36666666666669,4829.941250000002
2023-04-14,10.8,25.4,0.0,20.0,14.1,93,9,1015.5,24.5,44.0,11.0,1010.0,205211.89,12.620833333333335,20.066666666666674,3.9916666666666667,29.91666666666667,15.145833333333329,80.16666666666667,7.208333333333332,1014.7125,18.98333333333332,61.79166666666666,12.666666666666664,1012.6833333333333,119.1491666666667,4824.650416666668
2023-04-15,13.8,21.2,0.0,54.0,20.6,51,20,1001.1,18.5,69.0,15.0,999.5,204370.31,12.633333333333335,20.000000000000004,3.9250000000000007,31.16666666666667,15.28333333333333,78.70833333333333,7.958333333333332,1013.8833333333333,18.845833333333317,61.95833333333334,12.75,1011.8666666666667,121.89291666666672,4819.867083333334
2023-04-16,12.1,17.2,38.4,35.0,12.7,93,9,1004.3,16.4,68.0,9.0,1009.5,196362.57,12.500000000000002,19.775,5.1000000000000005,31.625,15.124999999999995,78.41666666666667,7.958333333333332,1013.3291666666668,18.63749999999998,61.95833333333334,12.75,1011.6125,121.66958333333338,4799.784166666667
2023-04-17,8.7,20.7,2.0,24.0,14.8,66,7,1022.7,19.6,57.0,2.0,1021.9,225986.78,12.191666666666668,19.7375,5.125000000000001,31.33333333333333,15.020833333333329,78.08333333333333,7.958333333333332,1013.4583333333336,18.654166666666647,62.04166666666666,12.291666666666664,1011.7333333333336,120.53708333333337,4781.521666666668
2023-04-18,13.4,22.8,0.0,35.0,16.8,70,7,1023.6,22.3,48.0,17.0,1019.1,208495.0,12.266666666666666,19.870833333333334,5.116666666666667,31.41666666666667,15.066666666666665,78.125,7.875,1013.5375,18.79583333333332,61.75,12.458333333333336,1011.7333333333336,117.68833333333338,4756.815833333335
2023-04-19,14.4,17.5,1.2,28.0,14.8,66,9,1022.0,15.8,53.0,9.0,1022.1,220897.61,12.420833333333333,19.770833333333336,5.166666666666667,31.75,15.099999999999996,77.79166666666667,8.25,1013.725,18.65833333333332,61.33333333333334,12.583333333333336,1012.0541666666667,113.19500000000004,4734.479583333335
2023-04-20,7.8,18.5,0.0,17.0,12.4,72,7,1026.8,17.5,58.0,4.0,1025.5,227925.1,12.166666666666664,19.779166666666672,5.166666666666667,31.375,14.949999999999996,77.29166666666667,8.166666666666666,1014.2958333333336,18.654166666666647,60.375,12.291666666666664,1012.6791666666667,108.78458333333337,4707.274166666667
2023-04-21,11.3,19.0,0.0,13.0,14.8,78,6,1030.5,18.6,64.0,2.0,1029.2,232043.13,11.991666666666667,19.700000000000006,4.833333333333334,30.91666666666667,14.87083333333333,76.58333333333333,8.416666666666666,1015.05,18.587499999999984,60.16666666666666,11.916666666666664,1013.4833333333332,105.21958333333338,4679.385416666667
2023-04-22,14.6,19.2,0.0,22.0,15.2,84,6,1031.9,18.8,64.0,11.0,1029.7,207431.82,11.97916666666667,19.729166666666668,4.591666666666668,30.04166666666667,14.883333333333333,76.29166666666667,8.375,1015.9916666666667,18.624999999999982,60.33333333333334,11.666666666666664,1014.3625,101.9191666666667,4651.402500000001
2023-04-23,14.8,19.0,0.0,26.0,16.7,79,7,1034.4,17.8,71.0,13.0,1032.4,195560.35,12.079166666666673,19.725,4.250000000000001,29.83333333333333,14.983333333333327,76.70833333333333,8.291666666666666,1016.9666666666667,18.599999999999987,60.91666666666666,11.666666666666664,1015.2916666666667,98.54916666666672,4629.156250000001
