Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Speed of maximum wind gust (km/h),9am Temperature (°C),9am relative humidity (%),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm wind speed (km/h),3pm MSL pressure (hPa),Demand (MW),Minimum temperature (°C)_MA_24,Maximum temperature (°C)_MA_24,Rainfall (mm)_MA_24,Speed of maximum wind gust (km/h)_MA_24,9am Temperature (°C)_MA_24,9am relative humidity (%)_MA_24,9am wind speed (km/h)_MA_24,9am MSL pressure (hPa)_MA_24,3pm Temperature (°C)_MA_24,3pm relative humidity (%)_MA_24,3pm wind speed (km/h)_MA_24,3pm MSL pressure (hPa)_MA_24,Minimum temperature (°C)_bins,Maximum temperature (°C)_bins,Rainfall (mm)_bins,Speed of maximum wind gust (km/h)_bins,9am Temperature (°C)_bins,9am relative humidity (%)_bins,9am wind speed (km/h)_bins,9am MSL pressure (hPa)_bins,3pm Temperature (°C)_bins,3pm relative humidity (%)_bins,3pm wind speed (km/h)_bins,3pm MSL pressure (hPa)_bins,Minimum temperature (°C)_MA_24_bins,Maximum temperature (°C)_MA_24_bins,Rainfall (mm)_MA_24_bins,Speed of maximum wind gust (km/h)_MA_24_bins,9am Temperature (°C)_MA_24_bins,9am relative humidity (%)_MA_24_bins,9am wind speed (km/h)_MA_24_bins,9am MSL pressure (hPa)_MA_24_bins,3pm Temperature (°C)_MA_24_bins,3pm relative humidity (%)_MA_24_bins,3pm wind speed (km/h)_MA_24_bins,3pm MSL pressure (hPa)_MA_24_bins,Demand_bins
2023-03-20,14.9,20.8,0.0,41.0,15.7,56,17,1027.8,20.3,42.0,15.0,1026.5,193799.87,15.420833333333334,24.12916666666668,0.7333333333333337,34.625,17.59166666666666,67.20833333333333,9.291666666666666,1013.6958333333338,22.70833333333333,50.166666666666664,12.0,1012.0375,5,2,0,5,3,3,11,11,4,2,8,10,2,2,1,5,2,3,2,2,2,2,0,2,3
2023-03-21,11.7,19.4,0.0,17.0,13.5,70,6,1025.7,18.4,65.0,7.0,1022.7,231831.88,14.983333333333334,23.825000000000014,0.7333333333333337,34.166666666666664,17.112499999999994,68.58333333333333,8.833333333333334,1014.2500000000005,22.45833333333333,51.083333333333336,11.916666666666666,1012.4791666666669,3,2,0,0,2,6,4,10,3,5,3,9,2,2,1,4,1,5,2,3,2,3,0,3,7
2023-03-22,13.5,22.8,1.6,24.0,17.3,86,2,1021.0,21.8,65.0,13.0,1019.1,221941.25,14.891666666666667,23.80000000000001,0.7416666666666671,33.916666666666664,17.120833333333326,69.33333333333333,8.916666666666666,1014.6041666666671,22.44166666666666,51.541666666666664,12.083333333333334,1012.8000000000001,4,3,3,2,5,10,1,8,4,5,7,8,2,2,1,4,1,5,2,3,2,3,0,3,6
2023-03-23,15.3,22.6,10.2,24.0,16.5,100,9,1017.6,21.4,68.0,9.0,1015.6,225989.8,14.850000000000001,23.90000000000001,1.0583333333333338,33.541666666666664,17.062499999999996,70.29166666666667,8.75,1014.6958333333337,22.545833333333324,51.375,12.0,1012.7874999999999,5,3,23,2,4,12,6,7,4,5,4,6,2,2,1,4,1,6,2,4,2,3,0,3,7
2023-03-24,16.1,21.6,1.4,31.0,17.3,74,7,1019.6,19.2,55.0,13.0,1019.0,217086.63,14.833333333333336,24.066666666666677,1.1083333333333336,33.666666666666664,17.07083333333333,70.375,8.791666666666666,1014.966666666667,22.67916666666666,49.625,12.166666666666666,1013.1041666666665,5,3,3,3,5,7,4,8,3,3,7,8,2,2,1,4,1,6,2,4,2,2,1,4,6
2023-03-25,11.6,19.6,0.2,33.0,15.7,69,9,1021.7,18.9,55.0,13.0,1019.1,186453.92,14.720833333333337,24.004166666666677,0.9833333333333337,33.875,17.10416666666666,69.33333333333333,8.875,1015.3166666666671,22.604166666666657,49.375,12.333333333333334,1013.3499999999998,2,2,0,3,3,6,6,9,3,3,7,8,2,2,1,4,1,5,2,4,2,2,1,4,2
2023-03-26,10.7,19.9,0.0,20.0,14.0,74,0,1017.5,19.1,63.0,6.0,1014.4,196458.2,14.562500000000002,23.929166666666674,0.9500000000000003,33.625,17.016666666666662,69.375,8.5,1015.4291666666671,22.516666666666655,49.541666666666664,12.208333333333334,1013.3541666666665,2,2,0,1,2,7,0,7,3,4,2,6,2,2,1,4,1,5,1,4,2,2,1,4,3
2023-03-27,13.9,18.3,0.0,26.0,16.0,84,9,1013.1,17.6,81.0,11.0,1010.5,234862.1,14.495833333333335,23.866666666666674,0.941666666666667,33.25,16.99166666666666,70.16666666666667,8.333333333333334,1015.1875000000003,22.47499999999999,50.666666666666664,11.666666666666666,1013.0708333333332,4,1,0,2,4,9,6,6,2,7,6,4,2,2,1,3,1,6,1,4,2,2,0,4,8
2023-03-28,15.5,20.9,8.0,24.0,16.7,95,0,1012.4,20.2,69.0,11.0,1009.9,221529.81,14.554166666666667,23.429166666666674,1.2750000000000004,32.958333333333336,16.987499999999994,70.95833333333333,8.041666666666666,1015.1500000000004,22.058333333333323,52.041666666666664,11.5,1013.15,5,2,18,2,4,11,0,5,4,5,6,4,2,1,2,3,1,7,1,4,2,3,0,4,6
2023-03-29,14.9,18.5,5.8,43.0,14.9,91,7,1009.3,17.9,60.0,17.0,1008.6,220321.4,14.487499999999999,22.829166666666676,1.5166666666666668,32.916666666666664,16.64166666666666,72.375,7.791666666666667,1015.3750000000003,21.587499999999988,53.25,11.958333333333334,1013.4749999999999,5,1,13,5,3,11,4,4,3,4,10,4,2,1,2,3,1,8,0,4,1,4,0,4,6
2023-03-30,12.4,19.1,8.2,31.0,14.3,69,9,1011.0,18.4,57.0,13.0,1010.1,214581.88,14.358333333333333,22.570833333333344,1.6250000000000002,32.125,16.512499999999992,72.625,7.625,1015.629166666667,21.354166666666654,54.083333333333336,12.041666666666666,1013.7708333333331,3,2,18,3,2,6,6,5,3,4,7,4,2,1,3,2,1,8,0,5,1,4,0,5,5
2023-03-31,14.1,19.4,0.0,33.0,15.2,71,6,1013.2,19.0,67.0,13.0,1012.6,217954.91,14.304166666666667,22.41250000000001,1.6250000000000002,31.416666666666668,16.449999999999992,73.29166666666667,7.25,1015.9000000000002,21.25833333333332,55.25,11.958333333333334,1014.1333333333331,4,2,0,3,3,7,4,6,3,5,7,5,2,1,3,2,1,9,0,5,1,5,0,5,6
2023-04-01,11.3,16.4,4.6,33.0,13.3,74,9,1019.5,14.6,62.0,13.0,1019.9,201284.96,14.262500000000001,22.28750000000001,1.7750000000000004,30.791666666666668,16.44583333333333,73.79166666666667,7.166666666666667,1016.4083333333336,21.108333333333317,56.375,12.125,1014.6874999999999,2,1,10,3,2,7,6,8,1,4,7,8,2,1,3,1,1,10,0,5,1,5,0,6,4
2023-04-02,8.7,18.3,0.2,22.0,13.3,68,6,1022.0,17.8,54.0,11.0,1019.4,187957.97,14.0875,22.129166666666674,1.7833333333333339,30.416666666666668,16.39583333333333,74.0,7.125,1016.8250000000003,21.00833333333332,56.458333333333336,12.208333333333334,1014.9999999999999,1,1,0,1,2,6,4,9,2,3,6,8,1,1,3,1,1,10,0,6,1,5,1,6,3
2023-04-03,8.8,22.6,0.0,19.0,13.3,78,7,1020.4,20.7,63.0,11.0,1016.5,217683.69,13.850000000000001,22.07083333333334,1.7833333333333339,30.041666666666668,16.237499999999994,74.41666666666667,7.166666666666667,1016.966666666667,20.93333333333332,56.958333333333336,12.208333333333334,1015.0833333333331,1,3,0,1,2,8,4,8,4,4,6,7,1,1,3,0,1,10,0,6,1,6,1,6,6
2023-04-04,12.0,21.7,0.0,28.0,16.6,81,7,1019.3,20.7,73.0,11.0,1016.3,215967.78,13.795833333333334,21.94583333333334,1.7833333333333339,29.916666666666668,16.24583333333333,74.20833333333333,7.458333333333333,1017.1708333333336,20.79583333333332,58.041666666666664,12.125,1015.2666666666664,3,3,0,2,4,9,4,8,4,6,6,7,1,1,3,0,1,10,0,6,1,6,0,6,6
2023-04-05,13.8,18.4,0.0,22.0,16.8,76,2,1018.8,18.0,68.0,9.0,1016.4,226609.74,13.725000000000001,21.850000000000005,1.7833333333333339,29.291666666666668,16.22083333333333,74.58333333333333,7.166666666666667,1017.3375000000002,20.729166666666654,58.458333333333336,11.791666666666666,1015.308333333333,4,1,0,1,4,8,1,8,3,5,4,7,1,1,3,0,1,10,0,6,1,6,0,6,7
2023-04-06,13.4,26.3,0.0,43.0,17.0,79,6,1012.3,24.2,40.0,17.0,1007.4,221523.82,13.795833333333334,22.012500000000003,1.7833333333333339,29.833333333333332,16.245833333333334,75.04166666666667,7.125,1017.0916666666668,20.849999999999987,57.833333333333336,11.958333333333334,1014.9249999999998,4,4,0,5,4,8,4,5,5,1,10,3,1,1,3,0,1,11,0,6,1,6,0,6,6
2023-04-07,16.1,19.9,4.4,41.0,17.9,71,13,999.3,18.0,62.0,17.0,997.3,195661.94,13.804166666666669,21.570833333333336,1.966666666666667,30.25,16.25833333333333,74.625,7.291666666666667,1016.3750000000001,20.337499999999984,59.0,12.125,1014.2791666666666,5,2,10,5,5,7,8,0,3,4,10,0,1,0,3,0,1,10,0,5,1,7,0,5,3
2023-04-08,13.7,18.0,11.2,35.0,14.9,79,13,1006.1,15.0,76.0,15.0,1005.7,183933.78,13.641666666666667,21.36666666666667,2.4333333333333336,30.708333333333332,16.087499999999995,74.54166666666667,7.583333333333333,1016.0541666666668,20.062499999999982,59.291666666666664,12.291666666666666,1014.0875,4,1,25,4,3,8,8,3,1,6,8,3,1,0,4,1,1,10,0,5,0,7,1,5,2
2023-04-09,10.5,15.5,7.8,43.0,11.7,84,9,1012.5,14.1,60.0,17.0,1012.8,195601.16,13.358333333333334,20.825000000000003,2.7583333333333333,30.875,15.799999999999995,75.41666666666667,7.5,1016.1583333333334,19.499999999999982,60.125,12.458333333333334,1014.3124999999999,2,0,17,5,1,9,6,5,1,4,10,5,1,0,5,1,0,11,0,5,0,7,1,5,3
2023-04-10,10.1,15.2,14.8,35.0,13.4,70,15,1014.5,14.9,64.0,13.0,1013.4,211346.65,13.120833333333335,20.433333333333337,3.266666666666667,31.166666666666668,15.658333333333326,75.66666666666667,7.833333333333333,1016.0708333333336,19.17916666666665,61.083333333333336,12.625,1014.2583333333332,2,0,33,4,2,6,10,6,1,4,7,5,1,0,6,1,0,11,0,5,0,8,1,5,5
2023-04-11,11.9,19.1,6.0,19.0,14.7,81,2,1016.0,18.8,61.0,9.0,1010.9,217930.82,13.008333333333333,19.72083333333334,3.516666666666667,29.791666666666668,15.308333333333325,77.25,7.375,1016.2625000000002,18.62916666666665,62.5,12.291666666666666,1014.3416666666666,3,2,13,1,3,9,1,7,3,4,4,5,1,0,7,0,0,13,0,5,0,8,1,5,6
2023-04-12,12.6,19.3,7.0,41.0,13.3,88,13,1004.8,18.6,64.0,20.0,1004.3,224664.92,12.8125,19.733333333333338,3.8083333333333336,30.333333333333332,15.137499999999994,77.83333333333333,7.625,1015.6416666666668,18.64999999999998,62.25,12.666666666666666,1013.6833333333333,3,2,16,5,2,10,8,2,3,4,12,2,1,0,7,1,0,13,0,5,0,8,1,4,6
2023-04-21,11.3,19.0,0.0,13.0,14.8,78,6,1030.5,18.6,64.0,2.0,1029.2,232043.13,11.991666666666667,19.700000000000003,4.833333333333334,30.916666666666668,14.87083333333333,76.58333333333333,8.416666666666666,1015.0500000000001,18.587499999999984,60.166666666666664,11.916666666666666,1013.4833333333332,2,2,0,0,3,8,4,12,3,4,0,11,0,0,9,1,0,12,1,4,0,7,0,4,7
2023-04-22,14.6,19.2,0.0,22.0,15.2,84,6,1031.9,18.8,64.0,11.0,1029.7,207431.82,11.97916666666667,19.729166666666668,4.591666666666668,30.041666666666668,14.883333333333331,76.29166666666667,8.375,1015.9916666666668,18.624999999999986,60.333333333333336,11.666666666666666,1014.3625000000001,4,2,0,1,3,9,4,13,3,4,6,11,0,0,9,0,0,12,1,5,0,7,0,5,5
